original_sentence,orig_sent_id,changed_sentence,changed_sent_id,original_file_name,orig_ann,changed_ann
"Засновником ТОВ «Імені газети «Ізвєстія» є депутат Харківської облради, член постійної комісії з питань з питань аграрної політики, земельних відносин та природокористування Сергій Глобенко.",15,"Засновницею ТОВ «Імені газети «Ізвєстія» є депутатка Харківської облради, членкиня постійної комісії з питань з питань аграрної політики, земельних відносин та природокористування Валентина Глобенко.",15,8936d7a04255.txt,"{'T27': ('Засновником', 'JOB'), 'T29': ('депутат', 'JOB'), 'T31': ('член постійної комісії з питань з питань аграрної політики, земельних відносин та природокористування', 'JOB')}","{'T27': ('Засновницею', 'JOB'), 'T29': ('депутатка', 'JOB'), 'T31': ('членкиня постійної комісії з питань з питань аграрної політики, земельних відносин та природокористування', 'JOB')}"
"Участь тендері, окрім переможця, взяли також ПП «Ремтехбуд», ТОВ «Будспец монтаж» та підприємець Мар'ян Боляк.",6,"Участь тендері, окрім переможця, взяли також ПП «Ремтехбуд», ТОВ «Будспец монтаж» та підприємиця Клавдія Боляк.",6,996f3a16780e.txt,"{'T16': ('підприємець', 'JOB')}","{'T16': ('підприємиця', 'JOB')}"
"Львів», він колишній начальник управління капітального будівництва Львівської облдержадміністрації.",11,"Львів», вона колишня начальниця управління капітального будівництва Львівської облдержадміністрації.",11,996f3a16780e.txt,"{'T24': ('начальник управління', 'JOB')}","{'T24': ('начальниця управління', 'JOB')}"
"Також Овчаренко працював начальником управління (квартирно-експлуатаційного) Західного оперативного командування, головою Шевченківської райадміністрації Львівської міськради та директором ДП Міноборони України «Західвійськбуд».",12,"Також Овчаренко працювала начальницею управління (квартирно-експлуатаційного) Західного оперативного командування, головою Шевченківської райадміністрації Львівської міськради та директоркою ДП Міноборони України «Західвійськбуд».",12,996f3a16780e.txt,"{'T27': ('начальником управління', 'JOB'), 'T29': ('головою', 'JOB'), 'T31': ('директором', 'JOB')}","{'T27': ('начальницею управління', 'JOB'), 'T29': ('головою', 'JOB'), 'T31': ('директоркою', 'JOB')}"
"Їх засновниками є мешканці Харківської області Світлана Квіткова («Вікторі трейд»), Вікторія Рижило («Мірта стейт»), Ігор Фарбєєв («Гуд продакт трейд») і Наталія Яценко («Промлайн союз»).",8,"Їх засновницями є мешканці Харківської області Світлана Квіткова («Вікторі трейд»), Вікторія Рижило («Мірта стейт»), Ірина Фарбєєва («Гуд продакт трейд») і Наталія Яценко («Промлайн союз»).",8,c2a04d86bfb8.txt,"{'T24': ('засновниками', 'JOB')}","{'T24': ('засновницями', 'JOB')}"
"Нагадаємо, минулого року заступник голови наглядової ради групи компаній СЄПЕК Борис Тімонькін повідомив про придбання близько 40% акцій банку у братів Буряків.",9,"Нагадаємо, минулого року заступниця голови наглядової ради групи компаній СЄПЕК Марина Тімонькіна повідомила про придбання близько 40% акцій банку у братів Буряків.",9,c2a04d86bfb8.txt,"{'T35': ('заступник голови наглядової ради', 'JOB')}","{'T35': ('заступниця голови наглядової ради', 'JOB')}"
Михайло Вугман виступав в 2010 році спонсором вечеру-зустрічі єврейських бізнесменів з тодішнім президентом Ізраїлю Шимоном Пересом.,17,Михайло Вугман виступав в 2010 році спонсором вечору-зустрічі єврейських бізнесменів з тодішньою президенткою Ізраїлю Софією Перес.,17,cf79fc17c020.txt,"{'T37': ('президентом', 'JOB')}","{'T37': ('президенткою', 'JOB')}"
"Вдячність свідомим громадянам, що досконально вивчають портал держзакупівель і оприлюднюють підозрілу інформацію, висловив віце-премʼєр – міністр фінансів РФ Олексій Кудрін.",0,"Вдячність свідомим громадянам, що досконально вивчають портал держзакупівель і оприлюднюють підозрілу інформацію, висловила віце-премʼєрка – міністерка фінансів РФ Наталія Кудріна.",0,30933a298472.txt,"{'T1': (""віце-премʼєр"", 'JOB'), 'T2': ('міністр фінансів', 'JOB')}","{'T1': (""віце-премʼєрка"", 'JOB'), 'T2': ('міністерка фінансів', 'JOB')}"
"Він також відмітив, що «підкреслює червоним» такі «цікаві речі» і відправляє їх до відповідних міністерств для того, щоб з ними ознайомилися їх керівники.",4,"Вона також відмітила, що «підкреслює червоним» такі «цікаві речі» і відправляє їх до відповідних міністерств для того, щоб з ними ознайомилися їх керівниці.",4,30933a298472.txt,"{'T7': ('керівники', 'JOB')}","{'T7': ('керівниці', 'JOB')}"
"В Рахунковій палаті зазвичай визначають це як нецільове використання засобів, пояснив глава Мінфіну і привів приклад, коли відомство «призначені для купівлі столу гроші відправляє на ремонт даху».",6,"В Рахунковій палаті зазвичай визначають це як нецільове використання засобів, пояснила глава Мінфіну і привела приклад, коли відомство «призначені для купівлі столу гроші відправляє на ремонт даху».",6,30933a298472.txt,"{'T12': ('глава', 'JOB')}","{'T12': ('глава', 'JOB')}"
"Нагадаємо, відомий російський блоггер Олексій Навальний нещодавно відкрив сайт «РосПил», присвячений корупції в державних закупівлях Росії.",9,"Нагадаємо, відома російська блогерка Яніна Навальна нещодавно відкрила сайт «РосПил», присвячений корупції в державних закупівлях Росії.",9,30933a298472.txt,"{'T16': ('блоггер', 'JOB')}","{'T16': ('блогерка', 'JOB')}"
"Прокурор обґрунтував позов тим, що при відведенні угідь не було отримало згоди усіх власників та користувачів земельних ділянок, які входять у спірну земельну ділянку.",4,"Прокурорка обґрунтувала позов тим, що при відведенні угідь не було отримало згоди усіх власників та користувачів земельних ділянок, які входять у спірну земельну ділянку.",4,236f916f3d6f.txt,"{'T11': ('Прокурор', 'JOB')}","{'T11': ('Прокурорка', 'JOB')}"
"Колегія суддів під головування Олени Поляк прийшла до висновку, що ОГ «Лісове» вже 12 років добросовісно користується угіддями, і всі ці роки не було нарікань ні збоку сільрад, ні прокуратури.",8,"Колегія суддів під головування Олени Поляк прийшла до висновку, що ОГ «Лісове» вже 12 років добросовісно користується угіддями, і всі ці роки не було нарікань ні збоку сільрад, ні прокуратури.",8,236f916f3d6f.txt,"{'T19': ('суддів', 'JOB')}","{'T19': ('суддів', 'JOB')}"
"Засновниками організації значаться Вадим Авербух, Андрій Віщунов, Офер Керзнер, відомий як почесний консул України в Ізраїлі.",13,"Засновницями організації значаться Наталія Авербух, Євгенія Віщунова, Саманта Керзнер, відома як почесна консулка України в Ізраїлі.",13,236f916f3d6f.txt,"{'T34': ('Засновниками', 'JOB'), 'T38': ('почесний консул', 'JOB')}","{'T34': ('Засновницями', 'JOB'), 'T38': ('почесна консулка', 'JOB')}"
Всі вони згадуються у огляді авторитетних бізнесменів Києва початку 2000-х років.,14,Всі вони згадуються у огляді авторитетних бізнесменок Києва початку 2000-х років.,14,236f916f3d6f.txt,"{'T41': ('бізнесменів', 'JOB')}","{'T41': ('бізнесменок', 'JOB')}"
"У середині квітня парламент скасував норму про обов'язкову сертифікацію зерна, на якій заробляли нечисті на руку чиновники.",0,"У середині квітня парламент скасував норму про обов'язкову сертифікацію зерна, на якій заробляли нечисті на руку чиновниці.",0,9893f2c9cae9.txt,"{'T2': ('чиновники', 'JOB')}","{'T2': ('чиновниці', 'JOB')}"
"Аграрії раділи недовго, пише Марія Попова у «ЛІГАБізнесІнформ».",1,"Аграрії раділи недовго, пише Олександр Попов у «ЛІГАБізнесІнформ».",1,9893f2c9cae9.txt,"{'T3': ('Аграрії', 'JOB')}","{'T3': ('Аграрії', 'JOB')}"
Чиновники тут же знайшли спосіб компенсувати доходи від сертифікації.,2,Чиновниці тут же знайшли спосіб компенсувати доходи від сертифікації.,2,9893f2c9cae9.txt,"{'T6': ('Чиновники', 'JOB')}","{'T6': ('Чиновниці', 'JOB')}"
"Але якщо раніше чиновники Сельхозінспекція наживалися на сертифікації кожної партії зерна і зерносховищ, то зараз потрібно платити, якщо хочеш, щоб корабель випустили з порту», – розповідає один з зернотрейдерів на умовах анонімності.",4,"Але якщо раніше чиновниці Сельхозінспекція наживалися на сертифікації кожної партії зерна і зерносховищ, то зараз потрібно платити, якщо хочеш, щоб корабель випустили з порту», – розповідає одна з зернотрейдерок на умовах анонімності.",4,9893f2c9cae9.txt,"{'T9': ('чиновники', 'JOB'), 'T11': ('зернотрейдерів', 'JOB')}","{'T9': ('чиновниці', 'JOB'), 'T11': ('зернотрейдерок', 'JOB')}"
"Якщо трейдери платити відмовляються, то починаються дрібні виснажливі причіпки – то не так накладна оформлена, то у команди порушення з документами, то ще щось.",5,"Якщо трейдерки платити відмовляються, то починаються дрібні виснажливі причіпки – то не так накладна оформлена, то у команди порушення з документами, то ще щось.",5,9893f2c9cae9.txt,"{'T12': ('трейдери', 'JOB')}","{'T12': ('трейдерки', 'JOB')}"
"«У підсумку вантаж простоює, а трейдер втрачає гроші», – говорить зернотрейдер.",6,"«У підсумку вантаж простоює, а трейдерка втрачає гроші», – говорить зернотрейдерка.",6,9893f2c9cae9.txt,"{'T13': ('трейдер', 'JOB'), 'T14': ('зернотрейдер', 'JOB')}","{'T13': ('трейдерка', 'JOB'), 'T14': ('зернотрейдерка', 'JOB')}"
"Залишилася і схема, що дозволяє чиновникам наживатися на сертифікації сільгосптехніки.",7,"Залишилася і схема, що дозволяє чиновницям наживатися на сертифікації сільгосптехніки.",7,9893f2c9cae9.txt,"{'T15': ('чиновникам', 'JOB')}","{'T15': ('чиновницям', 'JOB')}"
"Сертифікат видає спеціальна фірма, його вартість – кілька тисяч гривень, в залежності від ціни ввезеної техніки, розповідає Микола Миркевич, президент Асоціації фермерів і приватних землевласників України.",8,"Сертифікат видає спеціальна фірма, його вартість – кілька тисяч гривень, в залежності від ціни ввезеної техніки, розповідає Марія Миркевич, президентка Асоціації фермерів і приватних землевласників України.",8,9893f2c9cae9.txt,"{'T18': ('президент', 'JOB')}","{'T18': ('президентка', 'JOB')}"
"«Ми поки не з'ясували хто новий бенефіціар цієї схеми», – говорить один з зернотрейдерів.",16,"«Ми поки не з'ясували хто нова бенефіціарка цієї схеми», – говорить одна з зернотрейдерок.",16,9893f2c9cae9.txt,"{'T27': ('зернотрейдерів', 'JOB')}","{'T27': ('зернотрейдерок', 'JOB')}"
"Засновником ТОВ «Прайм-Девелопмент» є британська компанія «Адвіум Інвестментс ЛТД», яка була заснована у серпні 2013 року.",9,"Засновницею ТОВ «Прайм-Девелопмент» є британська компанія «Адвіум Інвестментс ЛТД», яка була заснована у серпні 2013 року.",9,67b6f23997c5.txt,"{'T29': ('Засновником', 'JOB')}","{'T29': ('Засновницею', 'JOB')}"
Її номінальний власник Пракаш Джанчандані (Prakash Gianchandani) і директор Джанкарло Еспехо (Giancarlo Espejo) з Белізу фігурують у ще понад 100 інших фірм.,10,Її номінальна власниця Ірина Джанчандані (Irina Gianchandani) і директорка Анна Еспехо (Anna Espejo) з Белізу фігурують у ще понад 100 інших фірм.,10,67b6f23997c5.txt,"{'T35': ('директор', 'JOB')}","{'T35': ('директорка', 'JOB')}"
"До цього засновником фірми був Анатолій Войцехівський, співвласник «Укогруп», що відома своїми довгобудами і недобуваними будинками.",11,"До цього засновницею фірми була Алла Войцехівська, співвласниця «Укогруп», що відома своїми довгобудами і недобуваними будинками.",11,67b6f23997c5.txt,"{'T39': ('засновником', 'JOB')}","{'T39': ('засновницею', 'JOB')}"
"Директором фірми з жовтня 2013 року є Сергій Бухарін, який є директором ряду інших фірм Войцеховського.",12,"Директоркою фірми з жовтня 2013 року є Олександра Бухаріна, яка є директоркою ряду інших фірм Войцеховського.",12,67b6f23997c5.txt,"{'T42': ('Директором', 'JOB'), 'T45': ('директором', 'JOB')}","{'T42': ('Директоркою', 'JOB'), 'T45': ('директоркою', 'JOB')}"
Заступник Головного військового прокурора Генеральної прокуратури України Дмитро Борзих задекларував продаж минулого року квартири в окупованому Луганську іноземному громадянину.,0,Заступник Головного військового прокурора Генеральної прокуратури України Дмитро Борзих задекларував продаж минулого року квартири в окупованому Луганську іноземному громадянину.,0,5e33850771e3.txt,"{'T1': ('Заступник Головного військового прокурора', 'JOB')}","{'T1': ('Заступник Головного військового прокурора', 'JOB')}"
Також прокурор майже безкоштовно орендує великий будинок під Києвом.,1,Також прокурор майже безкоштовно орендує великий будинок під Києвом.,1,5e33850771e3.txt,"{'T6': ('прокурор', 'JOB')}","{'T6': ('прокурор', 'JOB')}"
Дмитро Борзих починав свою кар'єру прокурором Ленінського району м. Луганська.,3,Дмитро Борзих починав свою кар'єру прокурором Ленінського району м. Луганська.,3,5e33850771e3.txt,"{'T10': ('прокурором', 'JOB')}","{'T10': ('прокурором', 'JOB')}"
"В2013 році входив до групи обвинувачення в справі адвоката Юлії Тимошенко – Сергія Власенка, який судився зі своєю колишньою дружиною Наталією Окунською.",4,"В2013 році входив до групи обвинувачення в справі адвоката Юлії Тимошенко – Сергія Власенка, який судився зі своєю колишньою дружиною Наталією Окунською.",4,5e33850771e3.txt,"{'T13': ('адвоката', 'JOB')}","{'T13': ('адвоката', 'JOB')}"
"Також прокурор зазначав в декларації право користування 2 кв м в гуртожитку, що очевидно було його адресою реєстрації.",8,"Також прокурор зазначав в декларації право користування 2 кв м в гуртожитку, що очевидно було його адресою реєстрації.",8,5e33850771e3.txt,"{'T29': ('прокурор', 'JOB')}","{'T29': ('прокурор', 'JOB')}"
"Також в останньої декларації прокурора зникла квартира в Луганську, але з'явився дохід в більше ніж півмільйона гривень від продажу нерухомого майна іноземцю.",12,"Також в останньої декларації прокурора зникла квартира в Луганську, але з'явився дохід в більше ніж півмільйона гривень від продажу нерухомого майна іноземцю.",12,5e33850771e3.txt,"{'T38': ('прокурора', 'JOB')}","{'T38': ('прокурора', 'JOB')}"
Окрім прибутку в 500 тис. в декларації за 2016 р. у прокурора Борзих з'явився і автомобіль – Toyota Camry 2006 р.в. придбана ним за 300 тис. грн.,13,Окрім прибутку в 500 тис. в декларації за 2016 р. у прокурора Борзих з'явився і автомобіль – Toyota Camry 2006 р.в. придбана ним за 300 тис. грн.,13,5e33850771e3.txt,"{'T43': ('прокурора', 'JOB')}","{'T43': ('прокурора', 'JOB')}"
"В квітні 2017 року декларацію Борзих прибрали з сайту Національного агентства запобігання корупції, як і ще майже сотню декларацій інших прокурорів.",14,"В квітні 2017 року декларацію Борзих прибрали з сайту Національного агентства запобігання корупції, як і ще майже сотню декларацій інших прокурорів.",14,5e33850771e3.txt,"{'T51': ('прокурорів', 'JOB')}","{'T51': ('прокурорів', 'JOB')}"
"Нещодавно Головний військовий прокурор Анатолій Матіос виступив із ініціативою звільнити від обов'язку електронного декларування всіх військових прокурорів, мотивуючи це загрозою їхньому життю та життю їхніх родин.",15,"Нещодавно Головний військовий прокурор Анатолій Матіос виступив із ініціативою звільнити від обов'язку електронного декларування всіх військових прокурорів, мотивуючи це загрозою їхньому життю та життю їхніх родин.",15,5e33850771e3.txt,"{'T54': ('військових прокурорів', 'JOB')}","{'T54': ('військових прокурорів', 'JOB')}"
"Слідчий суддя Печерського райсуду м. Києва скасував арешт семи кілограм золота, що належить директору ПП «Аннтей-В» Віктору Цуприку.",0,"Слідча суддя Печерського райсуду м. Києва скасувала арешт семи кілограм золота, що належить директорці ПП «Аннтей-В» Любові Цуприк.",0,5111063957b7.txt,"{'T1': ('суддя', 'JOB'), 'T4': ('директору', 'JOB')}","{'T1': ('суддя', 'JOB'), 'T4': ('директорці', 'JOB')}"
"Це підтверджується позицією обвинувачення – слідчий проти повернення злитків власнику не заперечував, про що подав суду відповідну заяву.",3,"Це підтверджується позицією обвинувачення – слідча проти повернення злитків власнику не заперечувала, про що подала суду відповідну заяву.",3,5111063957b7.txt,"{'T9': ('слідчий', 'JOB')}","{'T9': ('слідча', 'JOB')}"
"19 травня цього року вдома у директора «Аннтей-В» пройшов обшук, у ході якого були вилучені вказані злитки.",5,"19 травня цього року вдома у директорки «Аннтей-В» пройшов обшук, у ході якого були вилучені вказані злитки.",5,5111063957b7.txt,"{'T14': ('директора', 'JOB')}","{'T14': ('директорки', 'JOB')}"
"Досудовим розслідуванням встановлено, що у період 2015-2016 років керівник і бухгалтер ПП «Аннтей-В» разом з колишнім керівником ДП «Київське обласне управління лісового господарства», а також іншими невстановленими особами постачали лісоматеріали через фірму «Аннтей-В» по її контрактах з підприємствами вугільної промисловості.",7,"Досудовим розслідуванням встановлено, що у період 2015-2016 років керівниця і бухгалтерка ПП «Аннтей-В» разом з колишньою керівницею ДП «Київське обласне управління лісового господарства», а також іншими невстановленими особами постачали лісоматеріали через фірму «Аннтей-В» по її контрактах з підприємствами вугільної промисловості.",7,5111063957b7.txt,"{'T18': ('керівник', 'JOB'), 'T19': ('бухгалтер', 'JOB'), 'T21': ('керівником', 'JOB')}","{'T18': ('керівниця', 'JOB'), 'T19': ('бухгалтерка', 'JOB'), 'T21': ('керівницею', 'JOB')}"
"Засновником і директором підприємства значиться Віктор Цуприк, колишній бізнес-партнер Павла Зінова по ТОВ «Лаокоон».",11,"Засновницею і директоркою підприємства значиться Валентина Цуприк, колишня бізнес-партнерка Павла Зінова по ТОВ «Лаокоон».",11,5111063957b7.txt,"{'T41': ('директором', 'JOB')}","{'T41': ('директоркою', 'JOB')}"
Зінов працював директором департаменту матеріального забезпечення МВС за часів Віталія Захарченка.,12,Зінова працював директором департаменту матеріального забезпечення МВС за часів Віталія Захарченка.,12,5111063957b7.txt,"{'T46': ('директором', 'JOB')}","{'T46': ('директором', 'JOB')}"
"Таким чином обласна прокуратура забезпечила виконання рішення госпсуду Дніпропетровської області, який у березні цього року визнав недійсними розпорядження голови Васильківської райдержадміністрації та угоди про поновлення договорів оренди ділянок площею 7,65 га.",2,"Таким чином обласна прокуратура забезпечила виконання рішення госпсуду Дніпропетровської області, який у березні цього року визнав недійсними розпорядження голови Васильківської райдержадміністрації та угоди про поновлення договорів оренди ділянок площею 7,65 га.",2,08c0799d889a.txt,"{'T6': ('голови', 'JOB')}","{'T6': ('голови', 'JOB')}"
У 2005 році голова Дніпропетровської ОДА ухвалив розпорядження про відведення ТОВ «Демурінський гірничо-збагачувальний комбінат» ділянок для розміщення кар'єру з видобутку титано-цирконієвої руди (ільменітових пісків) Вовчанського родовища.,3,У 2005 році голова Дніпропетровської ОДА ухвалила розпорядження про відведення ТОВ «Демурінський гірничо-збагачувальний комбінат» ділянок для розміщення кар'єру з видобутку титано-цирконієвої руди (ільменітових пісків) Вовчанського родовища.,3,08c0799d889a.txt,"{'T10': ('голова', 'JOB')}","{'T10': ('голова', 'JOB')}"
"Разом з тим Васильківська РДА, виконуючи розпорядження голови ОДА, при укладенні договорів оренди із ТОВ «Демурінський ГЗК» не змінила призначення ділянок, визначивши їх як сільськогосподарські.",5,"Разом з тим Васильківська РДА, виконуючи розпорядження голови ОДА, при укладенні договорів оренди із ТОВ «Демурінський ГЗК» не змінила призначення ділянок, визначивши їх як сільськогосподарські.",5,08c0799d889a.txt,"{'T15': ('голови', 'JOB')}","{'T15': ('голови', 'JOB')}"
"Засновниками ТОВ «Демурінський гірничо-збагачувальний комбінат» є кіпрська компанія «Лімпіеза Лімітед» (99,99%) і Олександр Сокіл, який також є директором фірми.",9,"Засновницями ТОВ «Демурінський гірничо-збагачувальний комбінат» є кіпрська компанія «Лімпіеза Лімітед» (99,99%) і Оксана Сокіл, яка також є директоркою фірми.",9,08c0799d889a.txt,"{'T24': ('Засновниками', 'JOB'), 'T29': ('директором', 'JOB')}","{'T24': ('Засновницями', 'JOB'), 'T29': ('директоркою', 'JOB')}"
"У 2000-х він був мером Вуглегірська, депутатом Вільногірської міськради (2006-2010), депутатом Дніпропетровської облради і заступником голови Дніпропетровської ОДА.",13,"У 2000-х вона була очільницею Вуглегірська, депутаткою Вільногірської міськради (2006-2010), депутаткою Дніпропетровської облради і заступницею голови Дніпропетровської ОДА.",13,08c0799d889a.txt,"{'T41': ('мером', 'JOB'), 'T43': ('депутатом', 'JOB'), 'T48': ('депутатом', 'JOB'), 'T50': ('заступником голови', 'JOB')}","{'T41': ('очільницею', 'JOB'), 'T43': ('депутаткою', 'JOB'), 'T48': ('депутаткою', 'JOB'), 'T50': ('заступницею голови', 'JOB')}"
"ТОВ «Каштан-Плюс» належить Ганні Олексенко, яка також є директором, Валентині Гладун та Дмитру Олексенку.",10,"ТОВ «Каштан-Плюс» належить Ірині Олексенко, яка також є директором, Геннадію Гладуну та Ірині Олексенку.",10,3b4ea1813b99.txt,"{'T28': ('директором', 'JOB')}","{'T28': ('директором', 'JOB')}"
"За даними черкаської поліції, керівництво «Каштан- Плюс» перебуває у дружніх відносинах з депутатом Черкаської міськради від «Батьківщини» Юрієм Тренкіним, родині якого належить ТОВ «Хлібний Дім – Україна».",11,"За даними черкаської поліції, керівництво «Каштан- Плюс» перебуває у дружніх відносинах з депутаткою Черкаської міськради від «Батьківщини» Наталією Тренкіною, родині якої належить ТОВ «Хлібний Дім – Україна».",11,3b4ea1813b99.txt,"{'T32': ('депутатом', 'JOB')}","{'T32': ('депутаткою', 'JOB')}"
Засновниками хмельницької фірми «Поділля-Інвест Сіті» є Олександр Ступніцький з Вінницької області та Сергій Миколайович Бицик з Рівного.,5,Засновницями хмельницької фірми «Поділля-Інвест Сіті» є Інна Ступніцька з Вінницької області та Катерина Миколаївна Бицик з Рівного.,5,0050229d8534.txt,"{'T9': ('Засновниками', 'JOB')}","{'T9': ('Засновницями', 'JOB')}"
"Людина на ім'я Сергій Миколайович Бицик відома як директор хмельницької фірми ТОВ «Версаль Груп», засновницями котрої є Людмила Бицик та Лідія Колеснік, зареєстрована за однією адресою з Андрієм Колесніком, керівником ДП «Хмельницька обласна служба єдиного замовника», що належить Хмельницькій ОДА.",6,"Людина на ім'я Катерина Миколаївна Бицик відома як директорка хмельницької фірми ТОВ «Версаль Груп», засновниками котрої є Леонід Бицик та Михайло Колеснік, зареєстрований за однією адресою з Дариною Колеснік, керівницею ДП «Хмельницька обласна служба єдиного замовника», що належить Хмельницькій ОДА.",6,0050229d8534.txt,"{'T16': ('директор', 'JOB'), 'T18': ('засновницями', 'JOB'), 'T22': ('керівником', 'JOB')}","{'T16': ('директорка', 'JOB'), 'T18': ('засновниками', 'JOB'), 'T22': ('керівницею', 'JOB')}"
"Єдиним конкурентом фірми на цьому тендері з різницею в 0,2% було «Поділля Еко- Буд», засновником котрого є Олександр Лисаковський.",7,"Єдиним конкурентом фірми на цьому тендері з різницею в 0,2% було «Поділля Еко- Буд», засновницею котрої є Катерина Лисаковська.",7,0050229d8534.txt,"{'T27': ('засновником', 'JOB')}","{'T27': ('засновницею', 'JOB')}"
На момент проведення торгів Ірина Заремба була директором ПП «Зіко-Буд».,6,На момент проведення торгів Володимир Заремба був директором ПП «Зіко-Буд».,6,c5930ba45ebe.txt,"{'T14': ('директором', 'JOB')}","{'T14': ('директором', 'JOB')}"
Наразі засновником та директором ПП «Зіко-Буд» вказана Ірина Заремба.,13,Наразі засновницею та директоркою ПП «Зіко-Буд» вказаний Олексій Заремба.,13,c5930ba45ebe.txt,"{'T33': ('засновником', 'JOB'), 'T34': ('директором', 'JOB')}","{'T33': ('засновницею', 'JOB'), 'T34': ('директоркою', 'JOB')}"
Завдяки цьому екс-міністр може убезпечити своє майно від арешту.,1,Завдяки цьому екс-міністерка може убезпечити своє майно від арешту.,1,f5e3415a3653.txt,"{'T3': ('екс-міністр', 'JOB')}","{'T3': ('екс-міністерка', 'JOB')}"
"Земельна ділянка належить фірмі «Великі ключі», співзасновником якої був особисто екс-міністр екології і природних ресурсів Микола Злочевський.",4,"Земельна ділянка належить фірмі «Великі ключі», співзасновницею якої була особисто екс-міністерка екології і природних ресурсів Валентина Злочевська.",4,f5e3415a3653.txt,"{'T12': ('співзасновником', 'JOB'), 'T13': ('екс-міністр екології і природних ресурсів', 'JOB')}","{'T12': ('співзасновницею', 'JOB'), 'T13': ('екс-міністерка екології і природних ресурсів', 'JOB')}"
Менша частка компанії «Великі ключі» досі записана на батька екс-міністра – Владислава Злочевського.,7,Менша частка компанії «Великі ключі» досі записана на батька екс-міністерки – Владислава Злочевського.,7,f5e3415a3653.txt,"{'T22': ('екс-міністра', 'JOB')}","{'T22': ('екс-міністерки', 'JOB')}"
"Як з'ясували журналісти, у жовтні 2014 року «Біртіліна Консалтінг ЛТД» позичила ТОВ «Великі ключі» $1 млн.",8,"Як з'ясували журналістки, у жовтні 2014 року «Біртіліна Консалтінг ЛТД» позичила ТОВ «Великі ключі» $1 млн.",8,f5e3415a3653.txt,"{'T24': ('журналісти', 'JOB')}","{'T24': ('журналістки', 'JOB')}"
"«Можна припустити з високою ймовірністю, що це зроблено для того, щоб убезпечити цю власність і закріпити її за бенефіціарним власником, який, як ми думаємо, є пан Злочевський», – розповів юрист Богдан Боровик.",12,"«Можна припустити з високою ймовірністю, що це зроблено для того, щоб убезпечити цю власність і закріпити її за бенефіціарною власницею, яка, як ми думаємо, є пані Злочевська», – розповіла юристка Ніна Боровик.",12,f5e3415a3653.txt,"{'T34': ('юрист', 'JOB')}","{'T34': ('юристка', 'JOB')}"
"Місцеві дачники розповіли, що територію охороняють люди зі зброєю.",14,"Місцеві дачниці розповіли, що територію охороняють люди зі зброєю.",14,f5e3415a3653.txt,"{'T37': ('дачники', 'JOB')}","{'T37': ('дачниці', 'JOB')}"
Колишній міністр Микола Злочевський оголошений у розшук в грудні минулого року.,15,Колишня міністерка Марія Злочевська оголошена у розшук в грудні минулого року.,15,f5e3415a3653.txt,"{'T38': ('міністр', 'JOB')}","{'T38': ('міністерка', 'JOB')}"
"Після чого завод подав апеляцію, на розгляд якої представник прокуратури не з'явився.",10,"Після чого завод подав апеляцію, на розгляд якої представниця прокуратури не з'явилася.",10,1257e7421756.txt,"{'T21': ('представник прокуратури', 'JOB')}","{'T21': ('представниця прокуратури', 'JOB')}"
За відсутності прокурорів суд дійшов висновку відмінити рішення першої інстанції.,11,За відсутності прокуророк суд дійшов висновку відмінити рішення першої інстанції.,11,1257e7421756.txt,"{'T22': ('прокурорів', 'JOB')}","{'T22': ('прокуророк', 'JOB')}"
"Апеляційний суд вказав, що було прийняте немотивоване рішення слідчого, і ні він, ні прокурор не надали судді для вивчення матеріали кримінального провадження, які підтверджували необхідність проведення перевірки на нафтопереробному заводі.",12,"Апеляційний суд вказав, що було прийняте немотивоване рішення слідчої, і ні вона, ні прокурор не надали судді для вивчення матеріали кримінального провадження, які підтверджували необхідність проведення перевірки на нафтопереробному заводі.",12,1257e7421756.txt,"{'T24': ('слідчого', 'JOB'), 'T25': ('судді', 'JOB')}","{'T24': ('слідчої', 'JOB'), 'T25': ('судді', 'JOB')}"
"Власником Одеського НПЗ є компанія «Емпсон лімітед», бенефіціаром якої є бізнесмен Сергій Курченко, який оголошений в міжнародний розшук.",14,"Власницею Одеського НПЗ є компанія «Емпсон лімітед», бенефіціаркою якої є бізнесменка Тамара Курченко, яка оголошена в міжнародний розшук.",14,1257e7421756.txt,"{'T31': ('бізнесмен', 'JOB')}","{'T31': ('бізнесменка', 'JOB')}"
"Засновником ТОВ «Данком» є Андрій Довгополов, який раніше був прописаний в Донецьку.",6,"Засновницею ТОВ «Данком» є Вікторія Довгополова, яка раніше була прописана в Донецьку.",6,66f7109b4b72.txt,"{'T17': ('Засновником', 'JOB')}","{'T17': ('Засновницею', 'JOB')}"
